postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
"4600","184","500","35.6","695","580","115","0","178","6","0","13264","84,888","18.6"
"4601","164","572","28.1","630","552","77","0","161","3","0","22883","146,450","32"
"4605","488","1963","23.9","2155","1724","430","0","469","19","0","57723","369,430","81"
"4606","397","1133","34.2","1356","1229","127","0","387","10","0","13273","84,947","18.6"
"4608","153","435","33.6","658","537","120","0","146","7","0","17200","110,082","24.1"
"4610","1890","6562","27.8","7848","6187","1422","240","1827","62","1","189306","1,211,558","278.8"
"4611","19","60","31.7","79","79","0","0","19","0","0","2764","17,687","3.9"
"4612","52","134","37.3","217","168","49","0","50","2","0","4451","28,487","6.2"
"4613","122","464","25.2","579","408","171","0","117","5","0","16884","108,061","23.6"
"4614","222","587","37.1","775","722","52","0","218","4","0","16098","103,024","23.7"
"4615","1253","3393","36.5","4191","3942","249","0","1237","16","0","59342","379,791","83.6"
"4620","63","199","30.2","222","188","34","0","60","3","0","8172","52,303","11.5"
"4621","284","993","28.1","955","861","94","0","279","5","0","19353","123,859","28.7"
"4625","428","1370","30.3","1771","1450","321","0","415","13","0","46053","294,737","68.5"
"4626","309","1082","26.7","1660","1002","658","0","289","20","0","27772","177,741","41.2"
"4627","116","507","22.1","573","445","129","0","112","4","0","13386","85,672","20.4"
"4630","275","1347","19.6","1164","936","228","0","264","11","0","57220","366,207","87.2"
"4650","5017","15615","31.2","20103","16562","3060","481","4879","136","2","328127","2,100,015","461.4"
"4655","12118","28498","41.9","141500","40541","4040","96920","11930","185","3","500921","3,205,892","746.7"
"4659","1318","2835","46.0","4859","4541","318","0","1303","15","0","51964","332,567","77.4"
"4660","1624","4179","37.8","81204","5309","804","75092","1581","42","1","98799","632,316","147.3"
"4662","125","324","38.3","486","469","17","0","124","1","0","3646","23,332","5.4"
"4670","13313","35675","36.2","54728","43948","8687","2092","12932","376","5","788732","5,047,884","1175.9"
"4671","1115","3032","36.1","3992","3501","491","0","1095","20","0","78455","502,110","116.5"
"4673","111","354","30.8","418","390","28","0","109","2","0","9130","58,429","13.6"
"4674","289","953","28.6","1160","940","220","0","273","16","0","24153","154,577","35.9"
"4676","59","108","54.6","185","185","0","0","59","0","0","3053","19,542","4.5"
"4677","691","2359","28.8","2637","2462","175","0","680","11","0","45746","292,771","69.7"
"4678","248","552","44.6","947","908","39","0","246","2","0","14265","91,295","21.7"
"4680","6718","23570","27.8","29054","25233","3520","300","6559","158","1","509251","3,259,203","780.1"
"4694","34","81","42.0","128","128","0","0","34","0","0","16994","108,762","26.2"
"4695","180","509","33.6","747","625","122","0","171","9","0","16006","102,436","24.4"
"4697","22","69","30.4","97","87","10","0","21","1","0","3149","20,152","4.6"
"4699","57","196","27.6","217","186","31","0","54","3","0","12675","81,117","18.7"
"4700","1688","7194","22.1","7926","5486","2440","0","1591","97","0","150817","965,228","224"
"4701","4642","18506","24.5","20367","16502","2377","1489","4527","111","4","299993","1,919,952","445.5"
"4702","3582","13301","25.8","16130","13218","2913","0","3429","153","0","387172","2,477,899","587.6"
"4703","3197","10042","31.2","12666","11228","1264","174","3135","61","1","185555","1,187,552","274.9"
"4704","19","60","30.0","73","63","10","0","18","1","0","2298","14,707","3.4"
"4705","48","209","20.6","322","169","154","0","43","5","0","13993","89,558","21.2"
"4706","6","71","8.5","24","24","0","0","6","0","0","2983","19,091","4.4"
"4707","32","217","14.3","127","114","13","0","31","1","0","5719","36,604","7.7"
"4709","9","481","1.5","126249","31","17","126202","7","1","1","9559","61,180","14.5"
"4710","620","2513","24.6","2227","2191","36","0","617","3","0","35283","225,813","52.3"
"4711","359","609","58.6","1416","1395","21","0","357","2","0","17163","109,841","25.4"
"4712","21","161","11.2","137","66","71","0","18","3","0","4026","25,768","5.9"
"4713","7","322","2.2","34","34","0","0","7","0","0","0","0","0"
"4714","392","1573","24.7","1287","1231","56","0","389","3","0","25451","162,886","37.7"
"4715","756","2908","24.9","3709","2752","957","0","723","33","0","97303","622,737","148.5"
"4716","129","389","31.9","557","500","56","0","124","5","0","17898","114,547","27.2"
"4717","240","2233","10.4","1253","1015","238","0","232","8","0","56402","360,974","85.7"
"4718","276","1202","21.4","1438","1112","326","0","257","19","0","46132","295,247","68.3"
"4719","164","654","24.0","743","644","99","0","157","7","0","23464","150,170","35.7"
"4720","1485","5751","24.2","98249","6266","2352","89631","1391","93","1","163246","1,044,775","248.1"
"4721","350","1751","18.3","91016","1336","464","89216","320","29","1","75300","481,918","114.3"
"4722","236","523","39.4","1290","861","429","0","206","30","0","31842","203,791","48.2"
"4723","139","629","20.0","794","570","224","0","126","13","0","38246","244,776","58.1"
"4724","62","255","18.0","390","184","206","0","46","16","0","9397","60,142","14.7"
"4725","189","804","20.0","36991","668","426","35898","161","25","3","27747","177,580","43.4"
"4726","46","256","16.0","243","165","78","0","41","5","0","12755","81,633","19.9"
"4727","35","230","14.3","176","140","35","0","33","2","0","8804","56,345","13.8"
"4728","40","136","22.8","249","118","131","0","31","9","0","6140","39,298","9.6"
"4730","324","1851","15.0","19710","1303","1063","17344","278","45","1","62955","402,912","98.5"
"4731","32","187","16.6","138","126","12","0","31","1","0","8114","51,928","12.7"
"4732","29","92","22.8","192","93","99","0","21","8","0","5681","36,356","8.9"
"4735","91","681","11.9","558","377","181","0","81","10","0","20905","133,795","33.6"
"4736","15","70","20.0","85","52","34","0","14","1","0","4344","27,800","6.8"
"4737","1096","3643","29.2","4876","4163","713","0","1062","34","0","84890","543,298","114.8"
"4738","180","646","27.4","795","741","54","0","177","3","0","18145","116,127","24.5"
"4739","56","231","22.5","310","222","87","0","52","4","0","5736","36,712","7.7"
"4740","8670","35377","23.5","44384","34251","9553","580","8314","354","2","723503","4,630,420","1126.4"
"4741","1007","3237","29.8","4570","3948","622","0","966","41","0","108848","696,625","147"
"4742","80","577","12.0","503","287","216","0","69","11","0","30078","192,500","40.6"
"4743","12","450","2.2","85","48","37","0","10","2","0","12169","77,883","18.4"
"4744","261","3879","6.3","86478","1205","309","84963","245","14","2","105381","674,436","142.4"
"4745","89","1426","5.9","556","467","89","0","84","5","0","42362","271,118","64.2"
"4746","16","1034","1.4","88","60","28","0","14","2","0","27940","178,816","42.5"
"4750","645","2337","27.3","2801","2709","92","0","639","6","0","33882","216,845","52.6"
"4751","550","1778","30.5","2512","2321","190","0","542","8","0","39321","251,654","60.9"
"4753","539","1686","31.4","2518","2368","150","0","530","9","0","36399","232,956","56.5"
"4754","288","941","29.1","1432","1114","318","0","274","14","0","23953","153,299","32.3"
"4756","77","322","22.4","499","317","182","0","72","5","0","5062","32,398","6.8"
"4757","47","224","19.2","217","163","54","0","43","4","0","5739","36,729","7.7"
"4798","124","342","34.5","594","509","85","0","118","6","0","10626","68,004","16"
"4799","229","573","38.4","1044","882","161","0","220","9","0","14125","90,398","21.3"
"4800","1766","4315","39.0","8629","6408","1821","400","1683","82","1","95859","613,496","145.2"
"4802","1104","4395","23.5","5749","4349","1400","0","1035","69","0","95036","608,232","143.9"
"4804","251","1077","21.6","438723","958","314","437450","233","13","5","34561","221,187","52.3"
"4805","1433","5109","26.7","6772","5264","1508","0","1365","68","0","149627","957,611","226.4"
"4806","572","1811","28.4","3203","2152","1051","0","514","58","0","47597","304,619","73.7"
"4807","1849","4587","37.3","137547","7108","2617","127823","1712","136","1","127863","818,324","197.8"
"4808","202","515","36.5","1043","783","260","0","188","14","0","19631","125,638","30.6"
"4809","184","682","23.6","979","695","284","0","161","23","0","22204","142,104","34.4"
"4810","1847","8380","20.2","11051","6662","3873","516","1690","154","3","159455","1,020,512","246.1"
"4811","1657","5244","30.9","158857","6580","1051","151225","1620","36","1","109911","703,434","171.6"
"4812","1897","9135","19.8","9573","7259","2019","296","1809","87","1","124467","796,589","193.3"
"4814","5860","17972","31.4","28652","22864","5094","695","5646","211","3","400103","2,560,660","623.6"
"4815","3508","8471","40.7","162059","12629","1063","148368","3451","56","1","128839","824,570","199.7"
"4816","1404","4468","30.0","6413","5280","1133","0","1339","65","0","105846","677,413","163.9"
"4817","4522","11801","37.5","19940","18265","1675","0","4424","98","0","207722","1,329,420","321.8"
"4818","4358","12658","33.6","20287","17625","2662","0","4258","100","0","265251","1,697,604","413.2"
"4819","375","1450","24.6","1660","1342","319","0","357","18","0","20676","132,330","32.1"
"4820","1101","5044","20.3","5576","4082","1494","0","1026","75","0","134536","861,032","208.8"
"4821","214","707","25.0","21490","833","495","20162","177","36","1","36495","233,570","56.6"
"4822","105","431","20.0","761","427","334","0","86","19","0","19835","126,943","29.4"
"4823","103","488","14.5","3934","333","469","3132","71","31","1","38693","247,634","61.6"
"4824","166","1412","9.4","1263","577","686","0","133","33","0","42776","273,764","68.1"
"4825","1619","7841","19.4","8937","5933","2739","265","1518","100","1","198643","1,271,314","317.6"
"4828","14","194","4.6","153","43","110","0","9","5","0","3328","21,299","5.3"
"4829","56","280","15.7","420","144","276","0","44","12","0","6713","42,963","10.8"
"4830","58","436","6.0","1211","94","853","264","26","31","1","3730","23,872","5.9"
"4849","229","890","24.4","1214","886","328","0","217","12","0","16776","107,368","26"
"4850","1527","5417","27.0","6598","5455","1143","0","1465","62","0","144066","922,021","223.2"
"4852","607","2166","26.4","3294","2566","728","0","571","36","0","31934","204,378","47.5"
"4854","607","2349","23.6","3645","2385","1260","0","554","53","0","82967","530,988","123.4"
"4855","101","378","25.1","482","402","79","0","95","6","0","7246","46,372","10.8"
"4856","104","364","26.4","511","386","125","0","96","8","0","11229","71,868","16.7"
"4857","3","84","3.6","11","11","0","0","3","0","0","","",""
"4858","181","692","24.6","920","755","165","0","170","11","0","17595","112,610","26"
"4859","64","214","29.4","283","261","22","0","63","1","0","1667","10,666","2.5"
"4860","970","4521","20.3","5192","3766","1426","0","917","53","0","91253","584,022","135.5"
"4861","144","846","15.8","781","576","205","0","134","10","0","17478","111,859","25.4"
"4865","1036","3178","31.3","4973","4121","852","0","994","42","0","70790","453,055","103"
"4868","2254","8396","25.8","10869","8459","1929","482","2165","87","2","136581","874,115","198.8"
"4869","2045","6799","29.3","9494","8125","1369","0","1990","55","0","123550","790,722","179.8"
"4870","6609","23011","27.1","35813","24612","9524","1677","6230","377","2","529629","3,389,628","772.4"
"4871","1146","5478","18.7","82993","4148","2623","76222","1024","120","2","103507","662,444","153.4"
"4872","570","2101","24.1","3405","2125","1280","0","507","63","0","87550","560,322","129.7"
"4873","975","3073","29.9","4667","3486","1181","0","920","55","0","65455","418,910","95.4"
"4874","11","2433","0.3","1687","32","55","1600","7","3","1","40797","261,098","59.1"
"4875","100","2305","2.2","1275","188","1087","0","51","49","0","0","0","0"
"4876","24","1083","0.8","403","52","352","0","9","15","0","0","0","0"
"4877","556","2596","19.8","3282","2367","915","0","513","43","0","58415","373,855","85"
"4878","1604","6330","24.5","7607","6119","1488","0","1548","56","0","96307","616,363","140"
"4879","2578","8022","31.1","11949","10561","1387","0","2493","85","0","131275","840,160","190.8"
"4880","1852","5604","30.3","10649","6764","3885","0","1696","156","0","169343","1,083,792","251.7"
"4881","543","2144","24.4","2312","1892","419","0","523","20","0","41852","267,851","60.8"
"4882","446","1272","31.8","2592","1479","1114","0","405","41","0","42479","271,866","63"
"4883","763","3764","19.4","3354","2673","681","0","731","32","0","123280","788,993","183.2"
"4884","354","1044","32.1","1537","1222","315","0","335","19","0","21825","139,679","32.4"
"4885","535","1876","27.2","2367","1963","405","0","511","24","0","48967","313,390","72.7"
"4886","84","430","17.2","470","260","210","0","74","10","0","14174","90,712","21"
"4887","254","938","26.4","953","828","125","0","248","6","0","14466","92,581","21.4"
"4888","344","1543","21.1","1527","1210","317","0","326","18","0","39034","249,819","58"
"4890","77","578","9.5","5663","249","455","4960","55","21","1","13180","84,353","21.1"
"4891","53","531","8.9","338","224","114","0","47","6","0","8129","52,024","13.1"
"4895","362","2248","14.1","2218","1295","923","0","317","45","0","31365","200,736","45.5"
"5000","751","3047","19.4","6666","1834","4681","151","590","160","1","134692","862,032","183.9"
"5006","557","2605","19.3","2803","1672","1131","0","504","53","0","63396","405,734","87"
"5007","715","3256","19.5","4139","2010","2129","0","636","79","0","73487","470,314","101.6"
"5008","1467","5999","23.3","6507","4808","1698","0","1395","72","0","107917","690,669","148.8"
"5009","706","2178","29.6","3700","2176","1524","0","644","62","0","77392","495,311","107.8"
"5010","732","2177","31.2","5409","2449","1949","1012","679","50","3","91472","585,419","127.8"
"5011","1316","5002","24.5","6677","4751","1926","0","1224","92","0","89614","573,529","123.2"
"5012","1260","4576","26.5","5117","4377","740","0","1213","47","0","86262","552,075","119.6"
"5013","1365","4404","27.1","9716","4045","5321","350","1193","171","1","221205","1,415,715","310"
"5014","1519","5617","25.7","6928","4889","1888","151","1446","72","1","110802","709,131","153.2"
"5015","748","2638","26.0","3676","2160","1516","0","687","61","0","90701","580,489","125.4"
